song_id,artist,title,dominant_emotion,dominant_sentiment,emotion_distribution,sentiment_distribution
6570453,Joya Mooi,Hour Left,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'fear': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3096245,Slim of 112,Head In the Clouds,fear,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.09997988694825109, 'sadness': 0.09997988694825109, 'joy': 0.0, 'anger': 0.0, 'disgust': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.09997988694825109, 'positive': 0.0})"
5723668,Video Age,Meet Me In My Heart,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.19096373269298422, 'fear': 0.19096373269298422, 'joy': 0.0, 'trust': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 0.19096373269298422, 'positive': 0.0})"
15743,Danny Swain,V.I.P.,fear,negative,"defaultdict(<class 'int'>, {'joy': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'fear': 0.2233597374706136, 'sadness': 0.2233597374706136, 'surprise': 0.0, 'anger': 0.2233597374706136, 'disgust': 0.2233597374706136})","defaultdict(<class 'int'>, {'positive': 0.1809831086084701, 'negative': 0.2233597374706136})"
4328797,Sample God,Text,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.07087794026703877, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6434760,Mike Baty,Special,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'trust': 0.0, 'fear': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1507107,Michael Wendler,Disco,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
4617751,Sad Frank,Damn Mike,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4733803,The Paris Sisters,Im Me,joy,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'joy': 0.14937246588526903, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.14937246588526903})"
2055625,Kayliah,Quand une fille est love,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'anger': 0.0, 'surprise': 0.0, 'trust': 0.0, 'disgust': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1755266,Kim Larsen,Østre Gasværk,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
139934,Pancholi Nandlal Kanjibhai,Annual General Meetings,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6133780,Capoxxo,The real me,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7600087,Maja Koman,Too Soon,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
5986498,PopToonsTV,Bury an Enemy,anticipation,negative,"defaultdict(<class 'int'>, {'anger': 0.07882683650889381, 'disgust': 0.07882683650889381, 'anticipation': 0.15427660806439825, 'fear': 0.07882683650889381, 'sadness': 0.07882683650889381, 'joy': 0.07882683650889381, 'surprise': 0.07882683650889381, 'trust': 0.07882683650889381})","defaultdict(<class 'int'>, {'negative': 0.07882683650889381, 'positive': 0.07882683650889381})"
1729529,The Moaning Myrtles,Flushed,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.025955645798233215, 'sadness': 0.025955645798233215, 'anger': 0.025955645798233215, 'anticipation': 0.025955645798233215, 'fear': 0.025955645798233215, 'surprise': 0.025955645798233215, 'joy': 0.025955645798233215, 'trust': 0.025955645798233215})","defaultdict(<class 'int'>, {'negative': 0.025955645798233215, 'positive': 0.025955645798233215})"
243333,Jay Smooth,An Old Persons Guide to No Homo,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.1795903272117921, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.1795903272117921, 'negative': 0.0})"
6924292,Blanka (2003),Pack your bags,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.1319978610210456, 'anticipation': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'positive': 0.2194656177375725, 'negative': 0.0})"
6493993,Raw-B,Soda and Vodka,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'anger': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3256208,Kimbra,Top of the World,anger,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anger': 0.07355612445121891, 'disgust': 0.0, 'fear': 0.07355612445121891, 'sadness': 0.07355612445121891})","defaultdict(<class 'int'>, {'negative': 0.07355612445121891, 'positive': 0.0})"
6801797,Lovesik,Falling Into Love,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'joy': 0.0, 'anger': 0.0, 'fear': 0.0, 'anticipation': 0.0, 'trust': 0.0, 'disgust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6244776,Max Kissaru,Azi-noapte,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
2226584,Remmy Valenzuela,Te Pesará,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
3875814,A Friend In London,Tweeting With The Birds,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.021607633981222864, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3010268,Tokio Hotel,Dream Machine,surprise,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'disgust': 0.0, 'joy': 0.0, 'surprise': 0.1812212285555872, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.1812212285555872})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.1812212285555872})"
7260729,Lilnosebleedd,Fükit/400k,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7659343,ONLY BAD COMPANY,Action,anger,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'anger': 0.0748644668540174, 'disgust': 0.0748644668540174, 'fear': 0.0748644668540174, 'sadness': 0.0748644668540174})","defaultdict(<class 'int'>, {'positive': 0.09207866944126529, 'negative': 0.0748644668540174})"
984832,Diablerie,Seraphyde,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5609054,Bromander,Gud jag har vart en idiot,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
317026,Creative Gold,War Music,anger,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'surprise': 0.0, 'anger': 0.032123952814854244, 'disgust': 0.032123952814854244, 'joy': 0.0, 'fear': 0.0, 'trust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.032123952814854244})"
429326,Sylvan Esso,Hey Mami,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1565082,Too Much Joy,Take A Lot Of Drugs,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
223453,Gajanan Mishra,Cent Percent Indian,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
4013258,MIDNIGHT ERA,Midnight Era Szn Vol. 1,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.47168083848805376, 'anger': 0.47168083848805376, 'disgust': 0.47168083848805376, 'trust': 0.05397774285678501, 'joy': 0.0, 'fear': 0.47168083848805376, 'sadness': 0.47168083848805376, 'surprise': 0.47168083848805376})","defaultdict(<class 'int'>, {'negative': 0.47168083848805376, 'positive': 0.0})"
4717593,Kid Kapichi,Death Dips,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'joy': 0.0, 'surprise': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4431794,WAYI,Blame,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0386439690444613, 'trust': 0.0, 'anticipation': 0.0, 'fear': 0.0, 'anger': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.20729803890989057, 'negative': 0.0})"
3249539,William Sheats,Let Me Let You Go,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
2901130,Kyle Spratt,Lifes Too Short,trust,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'disgust': 0.0, 'surprise': 0.0, 'joy': 0.0, 'trust': 0.05607687641292106, 'fear': 0.0, 'anger': 0.04686274515940109, 'sadness': 0.04686274515940109})","defaultdict(<class 'int'>, {'negative': 0.04686274515940109, 'positive': 0.0})"
6080099,Kai Roux,S-15,anger,negative,"defaultdict(<class 'int'>, {'surprise': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'anger': 0.023843530690497737, 'fear': 0.023843530690497737, 'joy': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.023843530690497737})"
5277006,Neezer,Beatriz parte 2,anger,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'trust': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6945936,CheekboneZ,Unlucky Years,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anger': 0.0, 'disgust': 0.0, 'trust': 0.0, 'fear': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.2447574225960783, 'positive': 0.0})"
1752178,Stephanie Kirkham,That Girl,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'sadness': 0.0, 'fear': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
609719,Muff Potter,Am 5. Oktober wie jedes Jahr,disgust,positive,"defaultdict(<class 'int'>, {'disgust': 0.030501295148171566})","defaultdict(<class 'int'>, {'positive': 0.026382246981494453})"
6689842,CursedTeaTime,Updated Pizza Hut Diet - ft. lil biscuit,anticipation,positive,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anticipation': 0.5105211355406323, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'joy': 0.04977916036306142, 'surprise': 0.036642138901174674, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.12219630761187605, 'negative': 0.0})"
7558450,The Living Tombstone & CG5,Temporary Love,anger,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'anger': 0.09597102192688363, 'fear': 0.09597102192688363, 'sadness': 0.09597102192688363, 'disgust': 0.09597102192688363, 'surprise': 0.0, 'joy': 0.08018085552549185, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.09597102192688363, 'positive': 0.19682542684361642})"
2445632,67,Take It There,anger,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 1.2565691461336512})"
6929532,Skylar Stecker,YOU,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4221575,IF,Rok a půl,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1236961,Dominia,Inside of Me,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'joy': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4838161,Nitronica,Pane Geral,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
363220,Ngan,Hold Me Tight LoveDrunk,joy,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'anticipation': 0.08106233241752997, 'joy': 0.580952032044463, 'surprise': 0.0, 'fear': 0.1329445920850187, 'sadness': 0.1329445920850187})","defaultdict(<class 'int'>, {'positive': 0.580952032044463, 'negative': 0.19650496808217358})"
1632198,Lagwagon,Whipping Boy demo,anticipation,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0, 'joy': 0.033641859739586215, 'anger': 0.0, 'trust': 0.033641859739586215, 'anticipation': 0.0690477693583327, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.033641859739586215})"
5102723,Darkside E,Intro,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'trust': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6281912,GodlyOne,High Off Emotions,anger,negative,"defaultdict(<class 'int'>, {'joy': 0.0, 'trust': 0.0, 'sadness': 0.03813105139820957, 'surprise': 0.0, 'fear': 0.03813105139820957, 'anticipation': 0.02192464968122306, 'anger': 0.07541280357486231, 'disgust': 0.07541280357486231})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.11354385497307187})"
4493224,Ihatenoel 3,DEADRUN,anticipation,positive,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anticipation': 0.3849079312235064, 'joy': 0.3849079312235064, 'surprise': 0.3849079312235064})","defaultdict(<class 'int'>, {'positive': 0.3849079312235064, 'negative': 0.0})"
5683748,Onk Lou,Grey Goose,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'anticipation': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
1673881,Hans Theessink,Stones in My Passway,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5217184,XVI,Sindxkiza,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.15681344729614494, 'disgust': 0.15681344729614494, 'fear': 0.14145135759021266, 'sadness': 0.14145135759021266, 'anticipation': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.22188519039132637})"
6751418,Cameron Minter,We Grown Come On,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.7785275633051847, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.31678817571178747, 'anticipation': 0.31678817571178747, 'trust': 0.3639714379739907, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.7785275633051847, 'negative': 0.14223781954206538})"
7400030,Jacobites,Heartbreaks,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'sadness': 0.0, 'trust': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6611282,MyKey,Emily,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'trust': 0.0, 'joy': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
6786490,London Elektricity,All Hell Is Breaking Loose,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
7339677,Coucheron,Lighthouse,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'joy': 0.0, 'anticipation': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
2469455,Sonny Digital,We Dont Know,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'anger': 0.0, 'surprise': 0.0, 'trust': 0.0, 'disgust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
223008,Ton Steine Scherben,Ich will nicht werden was mein Alter ist,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
1499397,Miossec,Les Chiens De Paille,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'anticipation': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
6275395,Danzo (FRA),Kichta,trust,negative,"defaultdict(<class 'int'>, {'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
4899879,8alin,Alien8ed,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.16521448940411962, 'anger': 0.0, 'disgust': 0.0, 'anticipation': 0.05548445520946193, 'surprise': 0.0, 'fear': 0.16521448940411962, 'trust': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.16521448940411962, 'positive': 0.0})"
1595044,Illbreak,Wake,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'anticipation': 0.0, 'fear': 0.0, 'joy': 0.0, 'surprise': 0.0, 'sadness': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4667265,Miami Horror,Restless,joy,positive,"defaultdict(<class 'int'>, {'sadness': 0.0, 'fear': 0.0, 'trust': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'joy': 0.15762782505672118, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.15762782505672118})"
1140965,Gordon Lightfoot,Unsettled Ways,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.21377991682285924, 'disgust': 0.21377991682285924, 'fear': 0.21377991682285924, 'anticipation': 0.0, 'sadness': 0.21377991682285924, 'trust': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.21377991682285924})"
1246675,Jawbox,Chump,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'anticipation': 0.0, 'trust': 0.0, 'joy': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
3916980,Naife,Rapper Favorito,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
4379144,BEGE,Yerimdeyim,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0})"
7036458,Jimi Hendrix,Purple Haze - Live at Olympia Theatre,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5973792,zzie Dth,Space Train,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
3066027,WSRH,Zenit,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'surprise': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
3831025,T. Hardy Morris,Hardstuff,anticipation,positive,"defaultdict(<class 'int'>, {'disgust': 0.0, 'fear': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anticipation': 0.04724359548025011, 'surprise': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4676034,Wildfront,Space Beside You,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0, 'disgust': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
4660533,Matthew Gordon Price,Rivalry,surprise,negative,"defaultdict(<class 'int'>, {'surprise': 0.0, 'anger': 0.0, 'fear': 0.0, 'anticipation': 0.0, 'joy': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
1270902,The Effort,A Breath of Fresh Air,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'joy': 0.0, 'trust': 0.0, 'anger': 0.0, 'anticipation': 0.0, 'disgust': 0.0, 'sadness': 0.0, 'surprise': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
2857852,Scrooge Kid,Wont Call,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.0, 'joy': 0.0, 'anticipation': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'trust': 0.0, 'fear': 0.0, 'anger': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5617110,Liyu,Fraternidad,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.0, 'anticipation': 0.0, 'surprise': 0.0, 'trust': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0})"
1002479,Pridebowl,Cause,trust,negative,"defaultdict(<class 'int'>, {'trust': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.048771728218760704, 'positive': 0.0})"
1360434,The Clarks,Whats Going On,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'joy': 0.0, 'sadness': 0.0, 'trust': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
5172035,Banda bostik,Falsa Sociedad,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.0, 'anger': 0.0, 'fear': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0})"
2328398,Red Lorry Yellow Lorry,This Today,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'anger': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
3113317,Leland Philpot,Curtis,trust,positive,"defaultdict(<class 'int'>, {'trust': 0.0, 'sadness': 0.0, 'surprise': 0.0, 'anger': 0.0, 'disgust': 0.0, 'fear': 0.0, 'anticipation': 0.0, 'joy': 0.0})","defaultdict(<class 'int'>, {'positive': 0.0, 'negative': 0.0})"
6826897,Bizly,Lego City,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.0, 'trust': 0.0, 'anticipation': 0.0, 'sadness': 0.0, 'anger': 0.0, 'joy': 0.0, 'surprise': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
7767325,Sean Kennedy,The Next Chapter Revisited,joy,positive,"defaultdict(<class 'int'>, {'fear': 0.0, 'anticipation': 0.0, 'joy': 0.029451540448247947, 'surprise': 0.0, 'trust': 0.029451540448247947, 'anger': 0.0, 'disgust': 0.0, 'sadness': 0.0})","defaultdict(<class 'int'>, {'positive': 0.029451540448247947, 'negative': 0.0})"
4988025,Annette Moreno,Bittersweet,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 0.0, 'fear': 0.0, 'sadness': 0.0, 'anger': 0.0, 'joy': 0.0, 'surprise': 0.0, 'trust': 0.0, 'disgust': 0.0})","defaultdict(<class 'int'>, {'negative': 0.0, 'positive': 0.0})"
