song_id,artist,title,dominant_emotion,dominant_sentiment,emotion_distribution,sentiment_distribution
1182914,Stubborn Heart,Penetrate,sadness,negative,"defaultdict(<class 'int'>, {'anticipation': 0.8122320079427018, 'joy': 1.4325871237433514, 'surprise': 0.629168438679732, 'anger': 2.4433275631838454, 'disgust': 2.369982837442584, 'fear': 2.54524873614193, 'sadness': 2.6246488806208466, 'trust': 0.8512913910484966})","defaultdict(<class 'int'>, {'positive': 1.752963813946679, 'negative': 2.842947560501851})"
203614,Tom Waits,Shiny Things,disgust,negative,"defaultdict(<class 'int'>, {'trust': 0.12290953100607352, 'anger': 0.0851242768202814, 'disgust': 0.21794540974854043, 'fear': 0.0851242768202814, 'sadness': 0.15795095957299654, 'surprise': 0.07282668275271516})","defaultdict(<class 'int'>, {'positive': 0.20045727489925658, 'negative': 0.41368162350732907})"
1439794,Glass Hammer,This Fading Age,sadness,negative,"defaultdict(<class 'int'>, {'anticipation': 0.029721839685524644, 'fear': 0.7938106172813013, 'sadness': 1.4627451600928216, 'trust': 0.38726836918358665, 'joy': 0.08621328277373441, 'anger': 0.049831781484450006})","defaultdict(<class 'int'>, {'positive': 1.2320502945630456, 'negative': 2.066728266319666})"
5035547,Tilly And The Wall,Beat Control La La Lepus Remix,joy,positive,"defaultdict(<class 'int'>, {'anger': 0.3719305889860245, 'surprise': 0.19851161017040297, 'disgust': 0.1613957521557632, 'fear': 0.1613957521557632, 'sadness': 0.1613957521557632, 'trust': 0.19376643535940047, 'anticipation': 0.08100173849083045, 'joy': 0.6995186288831717})","defaultdict(<class 'int'>, {'negative': 0.3719305889860245, 'positive': 1.1361427724591278})"
3658427,LeeMoeFlvme,Trippin,anger,negative,"defaultdict(<class 'int'>, {'anger': 1.7726588966994772, 'disgust': 0.887780049624592, 'fear': 0.2235783924373271, 'sadness': 0.8495621694040812, 'anticipation': 0.14323864256886318, 'joy': 0.044380242017933856, 'trust': 0.11215387940160776})","defaultdict(<class 'int'>, {'negative': 1.7433714809791665, 'positive': 0.2631002303317954})"
1307971,Paul Van Dyk,Like a Friend Vandit Club Mix,trust,positive,"defaultdict(<class 'int'>, {'anger': 0.27077799206989717, 'fear': 0.6149696546303934, 'sadness': 0.27077799206989717, 'disgust': 0.12488106784107585, 'anticipation': 0.12741919816719033, 'joy': 3.1726149607257272, 'surprise': 0.09517746436985206, 'trust': 9.183056999610463})","defaultdict(<class 'int'>, {'negative': 0.27077799206989717, 'positive': 9.291787284938446})"
1328289,Ashes You Leave,Summers End,sadness,negative,"defaultdict(<class 'int'>, {'anger': 0.7925280832737527, 'disgust': 0.7252745217962265, 'sadness': 0.955815141001947, 'fear': 0.6560346200380712, 'surprise': 0.2284343022843248, 'trust': 0.3757072935220698, 'anticipation': 0.407774938829667, 'joy': 0.2284343022843248})","defaultdict(<class 'int'>, {'negative': 1.2706116337013773, 'positive': 0.5856787799289376})"
1143218,Melissa Manchester,Thief Of Hearts,fear,negative,"defaultdict(<class 'int'>, {'fear': 1.2513847787591994, 'trust': 0.4104965196876817, 'anticipation': 0.1893322054926549, 'joy': 0.26525009169128994, 'anger': 0.562363676698248, 'disgust': 0.562363676698248, 'sadness': 0.562363676698248, 'surprise': 0.6376020825136215})","defaultdict(<class 'int'>, {'negative': 1.124727353396496, 'positive': 0.60694464887312})"
4187295,Lloyd Banks,Move,anger,negative,"defaultdict(<class 'int'>, {'anger': 1.1496753011208933, 'fear': 0.6433856125317815, 'anticipation': 0.2914447491337223, 'joy': 0.26303831966373536, 'trust': 0.3349078669855886, 'disgust': 0.4859126838625086, 'sadness': 0.25448220103544034, 'surprise': 0.31162170627904423})","defaultdict(<class 'int'>, {'positive': 0.9237532725243836, 'negative': 1.507878265017962})"
7833349,Kelley Ray King,Look Again,surprise,positive,"defaultdict(<class 'int'>, {'trust': 2.2028873446547457, 'joy': 2.3240657395605586, 'anticipation': 1.3021936803784762, 'sadness': 1.7177957014551375, 'surprise': 2.6360624354822253, 'anger': 1.2180150204388565, 'fear': 1.1840066359254728, 'disgust': 0.034008384513383574})","defaultdict(<class 'int'>, {'positive': 3.190766018145419, 'negative': 1.2841801236053976})"
768689,As Tall As Lions,Thirty-Three,surprise,positive,"defaultdict(<class 'int'>, {'anticipation': 0.401782282326174, 'sadness': 0.321301494127176, 'anger': 0.351489288996354, 'trust': 0.15301069470189738, 'joy': 0.21737887847237045, 'surprise': 0.5682486784789196, 'disgust': 0.2521110060774505, 'fear': 0.2521110060774505})","defaultdict(<class 'int'>, {'positive': 0.9964697103195488, 'negative': 0.8183222216016588})"
7293306,Dalex,Mintiendo,joy,positive,"defaultdict(<class 'int'>, {'joy': 0.56766711967549, 'anger': 0.018401768735194807, 'disgust': 0.04849791346428698, 'fear': 0.018401768735194807, 'sadness': 0.09009976673619975})","defaultdict(<class 'int'>, {'positive': 0.56766711967549, 'negative': 0.04849791346428698})"
459254,JuL,Marseille,trust,negative,"defaultdict(<class 'int'>, {'surprise': 0.0505154020353462, 'trust': 0.1618011422372222, 'anticipation': 0.05120099681774047, 'sadness': 0.05115719417479786, 'anger': 0.10674333572011331, 'fear': 0.11499256972805033, 'disgust': 0.07584432687968941, 'joy': 0.014565956493417865})","defaultdict(<class 'int'>, {'positive': 0.10036779894272152, 'negative': 0.21607815939699068})"
5387165,My Ugly Clementine,Who,anger,negative,"defaultdict(<class 'int'>, {'joy': 0.2813855975331809, 'trust': 0.5500308500425694, 'anger': 1.1191599062355206, 'disgust': 0.9589737009727082, 'fear': 1.0409757808163036, 'sadness': 0.9589737009727082})","defaultdict(<class 'int'>, {'positive': 1.0455673585472047, 'negative': 1.1191599062355206})"
14371,Common & D'Angelo,So Far to Go,joy,positive,"defaultdict(<class 'int'>, {'fear': 0.09551270403435032, 'sadness': 0.1334122942314125, 'joy': 1.093490141474766, 'anticipation': 0.3010271901363748, 'trust': 0.18376287903366934, 'surprise': 0.06695559752238436, 'anger': 0.06281614653978093, 'disgust': 0.03426495023742352})","defaultdict(<class 'int'>, {'negative': 0.12070065688839252, 'positive': 1.282533325060212})"
3169221,Exuma,Do Wah Nanny,disgust,negative,"defaultdict(<class 'int'>, {'fear': 3.9395930107599595, 'sadness': 3.9395930107599595, 'anticipation': 0.0029227036812960886, 'anger': 3.9342163341603666, 'disgust': 3.9412220291728675, 'surprise': 3.934114088101215})","defaultdict(<class 'int'>, {'negative': 3.9465987057724603, 'positive': 0.16730950691035526})"
5026232,DYLN,Try,sadness,negative,"defaultdict(<class 'int'>, {'sadness': 0.7473757173776931, 'anger': 0.695605778061416, 'disgust': 0.7191291185766984, 'anticipation': 0.3046515059458777, 'trust': 0.2866392418304502, 'fear': 0.023306251810741918})","defaultdict(<class 'int'>, {'negative': 0.7708990578929755, 'positive': 0.3951894664719298})"
6603232,Prxima Parada,24 Brand-New Hours,anticipation,positive,"defaultdict(<class 'int'>, {'sadness': 0.31103731167166326, 'surprise': 0.35505018391420284, 'anticipation': 0.8546139735800726, 'joy': 0.40007233681568394, 'anger': 0.21272156074992293, 'disgust': 0.21272156074992293, 'trust': 0.12044441404914903, 'fear': 0.23209110808404138})","defaultdict(<class 'int'>, {'negative': 0.46669687794909526, 'positive': 0.5398862981989514})"
6576194,Genius Traducciones al Espaol,Madison Beer - The Beginning Traducción al Español,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.44979470359986806, 'disgust': 0.44979470359986806, 'fear': 0.44979470359986806, 'sadness': 0.44979470359986806})","defaultdict(<class 'int'>, {'negative': 0.44979470359986806})"
3147917,Raphael Lake,Fly Away,anticipation,positive,"defaultdict(<class 'int'>, {'anger': 0.31419576984175424, 'disgust': 0.10026242040335345, 'fear': 0.22991215616834315, 'sadness': 0.10026242040335345, 'anticipation': 0.8251300973071244, 'joy': 0.6238601791073896, 'trust': 0.5570874890500782, 'surprise': 0.1296497357649897})","defaultdict(<class 'int'>, {'negative': 0.4172888510742878, 'positive': 1.556445240998106})"
5471360,Circus Contraption,Opening Parade,trust,positive,"defaultdict(<class 'int'>, {'anticipation': 0.9744425026771211, 'trust': 1.4601456890586835, 'anger': 0.08066199208434593, 'fear': 0.08066199208434593, 'sadness': 0.08066199208434593, 'joy': 0.26743489142669735, 'surprise': 0.2053017132999642})","defaultdict(<class 'int'>, {'positive': 0.6913894484204732, 'negative': 0.08066199208434593})"
1403852,Morcheeba,The Sea,sadness,positive,"defaultdict(<class 'int'>, {'anticipation': 0.23002871222303672, 'anger': 0.14747818841331783, 'fear': 0.08001879150382, 'sadness': 2.3816187068585366, 'joy': 0.16840304930313985, 'surprise': 0.15107382318330265, 'trust': 0.08676057279342253, 'disgust': 0.028499453515910923})","defaultdict(<class 'int'>, {'positive': 4.703851383893521, 'negative': 2.4670547921229584})"
759922,Sorry About Dresden,King Of Hobbies,anticipation,positive,"defaultdict(<class 'int'>, {'joy': 0.9254306118681237, 'surprise': 0.96594167428022, 'trust': 0.37684739397420125, 'anticipation': 3.92986054314765, 'disgust': 0.5008574950068049, 'anger': 0.31637931151662624, 'fear': 0.31637931151662624, 'sadness': 0.1987606319662566})","defaultdict(<class 'int'>, {'positive': 1.0430492914184932, 'negative': 0.5008574950068049})"
4074113,Terry Scott Taylor,Be My Hiding Place,trust,positive,"defaultdict(<class 'int'>, {'sadness': 0.07003170490695229, 'anticipation': 1.2456261560436461, 'disgust': 0.6904990708011711, 'trust': 3.0863773109245787, 'fear': 0.8768379036094494, 'joy': 1.380919061104309, 'surprise': 0.1190453002561138})","defaultdict(<class 'int'>, {'negative': 0.7605307757081233, 'positive': 2.5324052920043534})"
4319916,Trevor Stott,January Cold,sadness,negative,"defaultdict(<class 'int'>, {'fear': 0.49231174661240307, 'sadness': 0.6886180197776396, 'anger': 0.4342788980204545, 'anticipation': 0.49213256815457984, 'disgust': 0.23178666434153977, 'joy': 0.18087462305778643, 'trust': 0.18087462305778643, 'surprise': 0.052385952127916004})","defaultdict(<class 'int'>, {'positive': 0.5202012490580944, 'negative': 1.5623683765708245})"
4618544,Alec Benjamin,Must Have Been the Wind,fear,negative,"defaultdict(<class 'int'>, {'anger': 0.326366690040858, 'fear': 0.3781571198381377, 'sadness': 0.24009981916134931, 'surprise': 0.07819226394146353, 'anticipation': 0.14941105022983941, 'trust': 0.24809703432793934, 'disgust': 0.17181916416301957, 'joy': 0.091822866010471})","defaultdict(<class 'int'>, {'negative': 0.761373827793575, 'positive': 0.392553371465109})"
3087823,RM (Rokma Music),Seul,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.10631891548745287, 'fear': 0.10631891548745287, 'sadness': 0.10631891548745287, 'joy': 0.06344669434914103, 'trust': 0.08868740380467222, 'anticipation': 0.03569721966654809, 'surprise': 0.03569721966654809, 'anger': 0.016710938583623783})","defaultdict(<class 'int'>, {'negative': 0.6213019057422582, 'positive': 0.06344669434914103})"
1022670,Artful Dodger UK,I Cant Give It Up,joy,positive,"defaultdict(<class 'int'>, {'anticipation': 0.5270922118572092, 'joy': 2.0691604497081046, 'surprise': 0.5031932214099099, 'trust': 0.5561358950958545})","defaultdict(<class 'int'>, {'positive': 2.1221031233940493})"
1944457,Love assassins,Teardrops - agent x remix,joy,positive,"defaultdict(<class 'int'>, {'joy': 11.899734330376386, 'surprise': 0.34050054994089807, 'sadness': 8.972040795471353, 'anticipation': 0.8817083055280519, 'anger': 1.0163932240200388, 'disgust': 0.9172309279804612, 'fear': 1.3043362702938404, 'trust': 1.8190527371410925})","defaultdict(<class 'int'>, {'positive': 11.899734330376386, 'negative': 1.2123706039028406})"
4279543,MAAF,HIER BIN ICH,fear,positive,"defaultdict(<class 'int'>, {'fear': 0.6359200759213451, 'anticipation': 0.10715365288633073, 'joy': 0.07241814067759667, 'surprise': 0.02064082048173796, 'trust': 0.13630297828496038, 'sadness': 0.5500366688143891, 'anger': 0.051777320195858706})","defaultdict(<class 'int'>, {'negative': 0.6238759110700491, 'positive': 0.8869041766587387})"
2115999,The Style Council,Shout to the top - full version,anger,positive,"defaultdict(<class 'int'>, {'anticipation': 8.992399380234865, 'joy': 0.16412843156869095, 'trust': 9.106688734203257, 'anger': 19.12505411863306, 'fear': 0.03061493774624141, 'disgust': 0.2950982258551458, 'sadness': 0.5567519384041321, 'surprise': 19.094439180886823})","defaultdict(<class 'int'>, {'positive': 9.180329682791523, 'negative': 0.6260453789615155})"
4957721,Euphonik,Des fantômes sous la neige,fear,negative,"defaultdict(<class 'int'>, {'joy': 0.018924067977215603, 'trust': 0.13807345394331313, 'disgust': 0.08828377462197816, 'fear': 0.2553080587391025, 'sadness': 0.2051698307303344, 'surprise': 0.08828377462197816, 'anger': 0.04805917245497193})","defaultdict(<class 'int'>, {'positive': 0.04546635346436127, 'negative': 0.2818503442262482})"
4917565,Amanda Black,Power,trust,negative,"defaultdict(<class 'int'>, {'trust': 0.7283502964722777, 'joy': 0.4064039545192442, 'surprise': 0.06265135503154744, 'anger': 0.6492071799133038, 'fear': 0.6809944988028498, 'anticipation': 0.20706436568129943, 'sadness': 0.05934392236195048, 'disgust': 0.03854303856010288})","defaultdict(<class 'int'>, {'positive': 0.4729004022323747, 'negative': 0.6798084979281231})"
540660,BET,2014 BET Hip Hop Awards - Cypher 5,anticipation,negative,"defaultdict(<class 'int'>, {'trust': 0.9831081642003332, 'anger': 0.8048812441017262, 'fear': 0.9344767471907377, 'sadness': 0.8666909903334095, 'surprise': 0.7842422463688209, 'anticipation': 1.0544664926061538, 'joy': 0.9092172605048824, 'disgust': 0.5035110925970269})","defaultdict(<class 'int'>, {'positive': 1.5121567062479926, 'negative': 1.5265943838772078})"
2043730,Ricardo Arjona,Si dios me pasa factura,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.04362635259184739, 'fear': 0.04362635259184739})","defaultdict(<class 'int'>, {'negative': 0.04362635259184739})"
7003106,Omni Clutch,4you,trust,positive,"defaultdict(<class 'int'>, {'joy': 1.9124071516243384, 'trust': 2.061185574882708, 'fear': 1.409265636737235, 'sadness': 0.19582739417417797, 'anticipation': 0.06995203713112506, 'disgust': 0.18141399532773012, 'anger': 0.7253121475310671, 'surprise': 0.9723723910737976})","defaultdict(<class 'int'>, {'positive': 2.8311672122635976, 'negative': 1.829981693150653})"
2409739,Mat Lee,Verbal seMATics,fear,negative,"defaultdict(<class 'int'>, {'joy': 0.42448755217651984, 'fear': 1.051746734123932, 'anticipation': 0.5823915282085377, 'surprise': 0.1744744048906347, 'anger': 0.464741713029057, 'disgust': 0.24992486217549426, 'sadness': 0.27517647113826593, 'trust': 0.509755234515405})","defaultdict(<class 'int'>, {'positive': 1.0872407696339634, 'negative': 1.745703001497239})"
3873127,"6uy Stone, LightBass",Neraka,anger,negative,"defaultdict(<class 'int'>, {'fear': 0.7947360105479867, 'anger': 1.0576698176621249, 'disgust': 1.0576698176621249, 'joy': 0.1508029486162564, 'sadness': 0.6673254278793921, 'surprise': 0.6673254278793921})","defaultdict(<class 'int'>, {'negative': 1.0576698176621249, 'positive': 0.7063414424154051})"
2360383,TransPacific Partnership (TPP) Negotiating Parties,2-D. Japan Appendix D Appendix between Japan and the United States on Motor Vehicle Trade,anger,negative,"defaultdict(<class 'int'>, {'anger': 22.62953317912212, 'disgust': 22.074506985273278, 'trust': 20.87983171319597, 'joy': 4.156818474229228, 'fear': 6.022811343688063, 'sadness': 4.806521942821854, 'anticipation': 4.493729922565597, 'surprise': 0.6238281472617418})","defaultdict(<class 'int'>, {'negative': 25.372911619247525, 'positive': 21.815251588747234})"
5039858,MatBlaq,D.F.W.H,anger,negative,"defaultdict(<class 'int'>, {'anger': 8.188378346957293, 'disgust': 8.112284688936285, 'fear': 7.9715542442433796, 'sadness': 7.666649516811932, 'joy': 3.063934749529393, 'trust': 3.1503641970583036, 'anticipation': 2.903020283320254, 'surprise': 2.9518792035594306})","defaultdict(<class 'int'>, {'positive': 5.5707712894566495, 'negative': 8.240463725291828})"
3861927,Fuld Effekt,Røgringe,disgust,negative,"defaultdict(<class 'int'>, {'disgust': 0.11981545918407777, 'fear': 0.11781166429365728, 'joy': 0.10367141344705344, 'anger': 0.05279671963831066, 'sadness': 0.02547321826972665, 'anticipation': 0.011063850147381449, 'trust': 0.011063850147381449})","defaultdict(<class 'int'>, {'negative': 0.13760752605615215, 'positive': 0.10367141344705344})"
1110939,Prong,Sublime,joy,positive,"defaultdict(<class 'int'>, {'trust': 0.4665583362073179, 'joy': 3.422797712183196, 'sadness': 0.046449972762499785, 'surprise': 0.07943309155686998, 'anticipation': 3.1713051283177696})","defaultdict(<class 'int'>, {'positive': 4.2976592681627865, 'negative': 0.2998756252286081})"
2098493,Cataldo,Things you need to know,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.2708173079340363, 'disgust': 0.16273941872574385, 'joy': 0.15916466895212297, 'trust': 0.15916466895212297, 'anticipation': 0.036592554706891905, 'surprise': 0.036592554706891905, 'fear': 0.16334389225465257, 'sadness': 0.16334389225465257})","defaultdict(<class 'int'>, {'negative': 0.2617510781930142, 'positive': 0.23982425371506816})"
1534506,Golden Earring,Angelina,joy,positive,"defaultdict(<class 'int'>, {'anger': 0.538247730005, 'disgust': 0.5020765612129783, 'joy': 1.4717377537269565, 'sadness': 0.22420213035313621, 'anticipation': 0.5491786176141592, 'fear': 0.42420686255162254, 'trust': 0.4708265605349463, 'surprise': 0.19294908568693475})","defaultdict(<class 'int'>, {'negative': 0.6494781042415299, 'positive': 1.6033898352042746})"
6316709,Barin,Unutuyorum,anger,negative,"defaultdict(<class 'int'>, {'anger': 0.03985569014483816, 'disgust': 0.03985569014483816})","defaultdict(<class 'int'>, {'negative': 0.03985569014483816})"
939041,Straight No Chaser,Carol of The Bells,joy,positive,"defaultdict(<class 'int'>, {'anticipation': 2.3799445293429087, 'joy': 14.595156319581307, 'surprise': 2.2646078902449713, 'trust': 3.525352637030166, 'sadness': 0.28099462871860387, 'anger': 0.24288560423032057})","defaultdict(<class 'int'>, {'positive': 14.933779991741833, 'negative': 0.24288560423032057})"
5841025,Indigo Sparke,All I Need,sadness,negative,"defaultdict(<class 'int'>, {'fear': 0.1622577668638585, 'sadness': 0.17581743666693672, 'anger': 0.03377179986667714, 'disgust': 0.03377179986667714})","defaultdict(<class 'int'>, {'negative': 0.23343118025711876})"
7224069,Dipwith,Bar Fight,joy,positive,"defaultdict(<class 'int'>, {'fear': 1.196593445148741, 'sadness': 0.531084499833989, 'joy': 2.7298345575856757, 'anger': 0.7061007365195318, 'anticipation': 2.6109800355801878, 'disgust': 2.123098420698875, 'surprise': 2.1636902119036545, 'trust': 2.6109800355801878})","defaultdict(<class 'int'>, {'negative': 1.3112164497991878, 'positive': 3.2855044634732957})"
5684201,Point North,Distant,sadness,negative,"defaultdict(<class 'int'>, {'anger': 0.3334678055207434, 'disgust': 0.2076596662903056, 'fear': 3.0833426998045925, 'sadness': 5.038278606301934, 'anticipation': 0.29385315453487565, 'surprise': 2.339569432984433, 'joy': 0.15970545080585238, 'trust': 0.31472161983367086})","defaultdict(<class 'int'>, {'negative': 5.40569374671857, 'positive': 0.5400331122043864})"
5647715,Mnica Naranjo,Autómatas P-Machinery,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.6681355273620637, 'sadness': 0.6681355273620637, 'anger': 0.04486455686471386, 'disgust': 0.04486455686471386})","defaultdict(<class 'int'>, {'negative': 0.6681355273620637})"
7655285,Skydog Music,The Black Gown,joy,positive,"defaultdict(<class 'int'>, {'fear': 0.174621591522341, 'sadness': 0.174621591522341, 'joy': 0.6929133858516483, 'trust': 0.10517319886682784, 'disgust': 0.34186552899696476})","defaultdict(<class 'int'>, {'positive': 0.8675349773739893, 'negative': 0.34186552899696476})"
3688262,Ashley Campbell,The Lonely One,joy,positive,"defaultdict(<class 'int'>, {'anger': 1.2954466999508683, 'disgust': 1.2954466999508683, 'surprise': 0.8201596612651253, 'anticipation': 1.6749194391412494, 'joy': 2.5777910402991298, 'trust': 0.3731667695384584, 'sadness': 1.2824908192583517, 'fear': 0.9548371908495776})","defaultdict(<class 'int'>, {'negative': 1.4040608314915304, 'positive': 2.941403787908355})"
4277153,Horsebeach,Dull,sadness,negative,"defaultdict(<class 'int'>, {'anger': 0.1013238088233022, 'disgust': 0.3386602832577654, 'sadness': 2.7744299819909517, 'anticipation': 0.05077545272142323})","defaultdict(<class 'int'>, {'negative': 3.113090265248717})"
4431153,MojoOnPC,Done Running,anticipation,negative,"defaultdict(<class 'int'>, {'anticipation': 1.048162871319342, 'fear': 0.8244889826517864, 'anger': 0.7540947298300479, 'disgust': 0.6754996206826825, 'sadness': 0.5983358090853792, 'surprise': 0.43824464511174976, 'trust': 1.0220557075276986, 'joy': 0.5058463107551102})","defaultdict(<class 'int'>, {'negative': 1.5503281990014606, 'positive': 1.121620399375071})"
1547053,Astrud Gilberto,Dreamer Vivo sonhando,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.7343953740669484, 'joy': 0.5668734697042296, 'anger': 0.13677045931171353, 'fear': 0.3433426569124147, 'trust': 0.41953262242165645, 'sadness': 0.3449428765976451})","defaultdict(<class 'int'>, {'positive': 0.8410906596589572, 'negative': 0.5271810149785302})"
2007043,Bad Suns,Salt Peter Thomas Remix,trust,positive,"defaultdict(<class 'int'>, {'disgust': 0.054929104465596165, 'fear': 0.12468692128951708, 'sadness': 0.12468692128951708, 'trust': 2.0608152167358518, 'anger': 0.06975781682392092})","defaultdict(<class 'int'>, {'negative': 0.2915727975547718, 'positive': 0.69812597539789})"
3080797,Bad Bunny & Farruko,Blockia,anger,negative,"defaultdict(<class 'int'>, {'anger': 2.0781659146922484, 'disgust': 0.7489111035054397, 'fear': 2.0781659146922484, 'sadness': 0.8125977485199152, 'joy': 0.5042374312411904, 'surprise': 0.013891210695898921})","defaultdict(<class 'int'>, {'negative': 2.0781659146922484, 'positive': 0.5042374312411904})"
1660199,Joshua Radin,Sky live in NYC,sadness,negative,"defaultdict(<class 'int'>, {'fear': 0.1651413605772986, 'sadness': 0.8161318339886219, 'anticipation': 0.09427186674352137, 'anger': 0.11588755922247515, 'disgust': 0.07329744399906739, 'joy': 0.07179994018069487, 'trust': 0.04438837932695674, 'surprise': 0.03717442541301518})","defaultdict(<class 'int'>, {'negative': 1.3462347729536552, 'positive': 0.24651342287189612})"
4600811,Night Letters,Echoes,fear,negative,"defaultdict(<class 'int'>, {'fear': 0.8645675254558985, 'anticipation': 0.8457521252584224, 'surprise': 0.10463535903316944, 'joy': 0.5201430903438846, 'anger': 0.4841619638988458, 'sadness': 0.29088680910356685, 'trust': 0.33009203383370206})","defaultdict(<class 'int'>, {'negative': 1.2393003164496121, 'positive': 0.7215111469939656})"
1677984,Keith Sweat,What Is It,joy,positive,"defaultdict(<class 'int'>, {'anticipation': 0.1795849729083432, 'anger': 0.43592864332188275, 'disgust': 0.16424453551596485, 'fear': 0.43592864332188275, 'sadness': 0.5123286241288946, 'joy': 1.4125005140692943, 'surprise': 0.06133381299330611, 'trust': 0.13773379380031794})","defaultdict(<class 'int'>, {'negative': 0.43592864332188275, 'positive': 1.4125005140692943})"
1565454,John Barry,Made You,trust,positive,"defaultdict(<class 'int'>, {'trust': 1.0146131614845078, 'anticipation': 0.2700516636599995, 'joy': 0.2857503381445336, 'anger': 0.1615173643497751, 'fear': 0.25425622860168756, 'sadness': 0.25425622860168756, 'surprise': 0.21489956471063584, 'disgust': 0.08379932886279681})","defaultdict(<class 'int'>, {'positive': 0.6823688560550438, 'negative': 0.35866536426909623})"
1445060,Devourment,Choking on Bile,disgust,negative,"defaultdict(<class 'int'>, {'anticipation': 0.5264795022329894, 'sadness': 4.186007107326723, 'disgust': 7.801665177442619, 'fear': 3.771805257393202, 'anger': 3.6170614226756643, 'joy': 0.4597695604348124, 'trust': 0.10430163012372448, 'surprise': 0.3906784783815218})","defaultdict(<class 'int'>, {'negative': 4.869889516523436, 'positive': 0.4972976378928994})"
1830281,Dem (Band),Ostatnie widzenie,joy,positive,"defaultdict(<class 'int'>, {'joy': 1.395970475251807, 'surprise': 1.395970475251807})","defaultdict(<class 'int'>, {'positive': 1.4720954265716357})"
4780600,CLARA-NOVA,Electric,joy,positive,"defaultdict(<class 'int'>, {'fear': 0.38441758766487466, 'sadness': 0.24608782577053692, 'anger': 0.4558564163336427, 'trust': 0.5041436384541889, 'disgust': 0.15845422869865328, 'surprise': 23.536183988841717, 'joy': 25.391134001741698})","defaultdict(<class 'int'>, {'negative': 0.6896994552654961, 'positive': 26.085445559235406})"
6490623,Kai Baez,Feeling a Way,fear,negative,"defaultdict(<class 'int'>, {'anger': 27.009822238745933, 'anticipation': 26.963011789681694, 'disgust': 27.04503126078312, 'fear': 27.374227653424555, 'joy': 27.117677243305895, 'sadness': 27.374227653424555, 'surprise': 26.941329969454248, 'trust': 27.189000002816517})","defaultdict(<class 'int'>, {'negative': 27.477928944753426, 'positive': 27.334233351327214})"
6653282,Genius English Translations,Racionais MCs - Eu Sou 157 English Translation,fear,negative,"defaultdict(<class 'int'>, {'anger': 5.729779928003104, 'disgust': 5.384033041617595, 'fear': 7.485280924416177, 'sadness': 5.920102699825655, 'surprise': 6.4810704757630635, 'joy': 2.342076893664813, 'trust': 3.943473922782264, 'anticipation': 2.589792115585693})","defaultdict(<class 'int'>, {'positive': 5.2288788072606565, 'negative': 6.501678997913094})"
6101190,Caslow & Exede,Days of Our Youth,anticipation,positive,"defaultdict(<class 'int'>, {'anticipation': 0.839626900829637, 'joy': 0.7936522316290527, 'trust': 0.4630495987507037, 'anger': 0.44080351050446537, 'fear': 0.44080351050446537, 'surprise': 0.5274744353046813})","defaultdict(<class 'int'>, {'positive': 1.4425899751148141, 'negative': 0.10555549185156145})"
874075,BoDeans,When the Love Is Good,joy,positive,"defaultdict(<class 'int'>, {'anger': 0.649060542279317, 'anticipation': 0.9814513966756272, 'joy': 2.3001525679210335, 'surprise': 0.7097742004826424, 'trust': 0.8989525757744653, 'fear': 0.18771455544671115, 'sadness': 0.4374582150385275, 'disgust': 0.053164390196953924})","defaultdict(<class 'int'>, {'positive': 2.3681865077470046, 'negative': 0.8587761665895792})"
3439756,Zodiac Mprint,Ignite,trust,negative,"defaultdict(<class 'int'>, {'anticipation': 0.849122111493366, 'disgust': 1.6362479147483089, 'fear': 2.0562273351948313, 'sadness': 2.693546841387347, 'anger': 2.9809545390797214, 'surprise': 1.4199105705982482, 'trust': 3.1847581621829195, 'joy': 3.0884843208967627})","defaultdict(<class 'int'>, {'negative': 5.833446766167647, 'positive': 3.451802120055145})"
5939328,Mikkalsen,Blindfold,surprise,positive,"defaultdict(<class 'int'>, {'sadness': 0.08871657814082397, 'anticipation': 0.7336338183161972, 'joy': 0.6029807859396744, 'surprise': 0.743947873149466, 'trust': 0.6029807859396744, 'fear': 0.24256474423831365, 'anger': 0.10294571696456796})","defaultdict(<class 'int'>, {'positive': 1.000545332033499, 'negative': 0.2634421562000107})"
816130,Astra Heights,Under His Bed,sadness,negative,"defaultdict(<class 'int'>, {'anger': 1.9194690551735483, 'disgust': 1.927514695070459, 'fear': 1.9601421559789798, 'sadness': 2.1793116974469795, 'anticipation': 0.1794776342513211, 'trust': 0.1630501074905075, 'joy': 0.07949582511976129, 'surprise': 0.06563646076069683})","defaultdict(<class 'int'>, {'negative': 2.4008768567034537, 'positive': 0.4868860867201579})"
979687,Default,Fascination,sadness,negative,"defaultdict(<class 'int'>, {'anticipation': 0.2128678734130121, 'trust': 1.071630170518503, 'fear': 0.8356378522190395, 'sadness': 1.2502484787162376})","defaultdict(<class 'int'>, {'negative': 1.3748773694036687, 'positive': 1.2577215361213345})"
